epoch,lr,train_loss,train_accuracy,validation_loss,validation_accuracy,best_validation_accuracy_so_far,official_test_accuracy,checkpoint,elapsed_s
22,9.966863828001982e-05,0.4280634087880453,84.82888888888888,0.4338193263337016,84.78,86.02,,,16.272275924682617
23,9.963786709647228e-05,0.42486908659934997,85.17777777777778,0.40906275852322577,85.68,86.02,,,16.338002920150757
24,9.96057350657239e-05,0.42453153143988714,85.00666666666666,0.4550394109606743,84.94,86.02,,,16.3134126663208
25,9.957224306869052e-05,0.42176697319348655,85.50666666666666,0.44096128084659575,84.18,86.02,,,16.382622003555298
26,9.953739202357217e-05,0.424755079709159,85.15333333333334,0.428404848742485,85.24,86.02,,,16.28958249092102
27,9.950118288582786e-05,0.42809439403745864,84.95777777777778,0.43689377247095107,84.88,86.02,,,16.280009269714355
28,9.94636166481494e-05,0.42885189134809704,84.88,0.4749685595631599,83.22,86.02,,,16.296438217163086
29,9.942469434043415e-05,0.4334301715215047,84.85555555555555,0.4519508287847042,84.36,86.02,,,16.371078968048096
30,9.938441702975687e-05,0.4200534785641564,85.34222222222222,0.4815327706754208,83.82,86.02,,,16.36949396133423
31,9.934278582034034e-05,0.4286901646084256,85.00666666666666,0.43362009996175765,85.04,86.02,,,16.28355097770691
32,9.929980185352523e-05,0.4237361984570821,85.36666666666666,0.4523605973184109,84.48,86.02,,,16.34686255455017
33,9.925546630773868e-05,0.42596409977806937,85.23333333333333,0.44984565773010254,83.66,86.02,,,16.323050260543823
34,9.920978039846207e-05,0.43127188614209494,84.93333333333334,0.47807904586791994,83.56,86.02,,,16.308366298675537
35,9.916274537819772e-05,0.42469510396321614,85.18888888888888,0.4773984982967377,83.48,86.02,,,16.582335948944092
36,9.911436253643443e-05,0.4228443165249295,85.4,0.4345487701177597,85.08,86.02,,,16.635234117507935
37,9.906463319961224e-05,0.4205893418947856,85.36888888888889,0.46215049786567686,84.22,86.02,,,16.38671612739563
38,9.901355873108608e-05,0.42434120983547635,85.24666666666667,0.43191647176742554,85.08,86.02,,,16.432847499847412
39,9.896114053108828e-05,0.42503584106233383,84.96444444444444,0.4360993989467621,84.52,86.02,,,16.207804679870605
40,9.890738003669028e-05,0.4179359395662944,85.35111111111111,0.4449278024673462,84.16,86.02,,,16.21723747253418
41,9.885227872176318e-05,0.42321617782380844,85.24444444444444,0.5037416870594025,83.26,86.02,,,15.769310474395752
42,9.879583809693737e-05,0.43186853737831116,84.8488888888889,0.45267877546548846,84.72,86.02,,,15.72234058380127
43,9.873805970956108e-05,0.42117141784032186,85.41777777777777,0.4638203246057033,83.8,86.02,,,15.694230318069458
44,9.8678945143658e-05,0.4263505942132738,85.04666666666667,0.4229778776168823,84.84,86.02,,,15.592528104782104
45,9.861849601988383e-05,0.4264714693705241,84.9888888888889,0.46255856128036976,84.38,86.02,,,15.735765933990479
46,9.855671399548181e-05,0.4241141475412581,85.12666666666667,0.44098650860786437,84.4,86.02,,,15.728885889053345
47,9.849360076423736e-05,0.4214992241276635,85.26666666666667,0.4413314719438553,84.38,86.02,,,16.089183807373047
48,9.842915805643157e-05,0.4234163701587253,85.18444444444444,0.513083214366436,82.64,86.02,,,16.576993942260742
49,9.836338763879386e-05,0.429622406217787,85.02222222222223,0.46335824657678604,84.44,86.02,,,16.29567790031433
50,9.829629131445343e-05,0.431018930806054,84.96,0.46587369706630705,83.52,86.02,,,16.43494987487793
51,9.822787092288992e-05,0.42097689737743804,85.33555555555556,0.4655141432404518,84.14,86.02,,,16.252038955688477
52,9.815812833988293e-05,0.4167698859214783,85.51777777777778,0.4826255668401718,83.88,86.02,,,16.258029222488403
53,9.808706547746058e-05,0.4319701314767202,84.64444444444445,0.44862161531448363,84.96,86.02,,,16.332239389419556
54,9.801468428384717e-05,0.420682653342353,85.44444444444444,0.5272838921874762,81.88,86.02,,,16.339829683303833
55,9.794098674340967e-05,0.4276502461751302,85.05555555555556,0.46887739780545235,83.72,86.02,,,16.273600578308105
56,9.786597487660337e-05,0.42735661290486654,85.15555555555555,0.4533826752483845,84.24,86.02,,,16.19765019416809
57,9.778965073991651e-05,0.4244465666241116,85.13777777777777,0.4943624260902405,83.4,86.02,,,16.34761619567871
58,9.771201642581385e-05,0.423014616033766,85.08,0.45793116474151613,84.24,86.02,,,16.160836696624756
59,9.763307406267932e-05,0.4234791744073232,85.13333333333334,0.4513732276439667,84.52,86.02,,,16.318066120147705
60,9.755282581475769e-05,0.4318639983283149,84.82888888888888,0.4841620312690735,83.28,86.02,,,16.41255497932434
61,9.74712738820952e-05,0.42875502987967595,85.2088888888889,0.49392715762853623,82.54,86.02,,,16.44124722480774
62,9.73884205004793e-05,0.4262399471653832,85.12444444444445,0.4670229232847691,83.88,86.02,,,16.42021632194519
63,9.730426794137727e-05,0.4243297738869985,85.05555555555556,0.440819312953949,84.28,86.02,,,16.461683988571167
64,9.721881851187406e-05,0.42988344293170505,85.09555555555555,0.46670420645475386,84.06,86.02,,,16.484429121017456
65,9.713207455460892e-05,0.42043252835803563,85.34444444444445,0.48307079403996467,83.72,86.02,,,16.37237310409546
66,9.704403844771128e-05,0.42753414096302456,85.02888888888889,0.4659868479728699,83.8,86.02,,,16.488407135009766
67,9.695471260473545e-05,0.43394653788142734,84.79555555555555,0.4744401416182518,83.68,86.02,,,16.54642629623413
68,9.686409947459458e-05,0.43496556393305463,84.84666666666666,0.44708069036006926,84.62,86.02,,,16.545490980148315
69,9.677220154149336e-05,0.43586115078396265,84.72222222222223,0.4648161064624786,83.92,86.02,,,16.623300790786743
70,9.667902132486008e-05,0.4265877140839895,85.13777777777777,0.47616155478954314,83.72,86.02,,,16.768593311309814
71,9.658456137927744e-05,0.4312383898999956,84.9888888888889,0.46600585629940033,83.84,86.02,,,16.83485221862793
72,9.648882429441255e-05,0.42739662613338897,85.00444444444445,0.4451278520345688,84.5,86.02,,,16.911237478256226
73,9.639181269494599e-05,0.42607086044947307,85.1511111111111,0.5102692568689585,82.5,86.02,,,16.5660719871521
74,9.629352924049974e-05,0.425342971807056,85.24222222222222,0.4434294599354267,84.52,86.02,,,16.5913987159729
75,9.619397662556433e-05,0.43044792051315306,84.97111111111111,0.4855118654251099,83.44,86.02,,,16.55511713027954
76,9.609315757942503e-05,0.4305064576678806,84.99555555555555,0.535014629149437,80.94,86.02,,,16.56445002555847
77,9.599107486608689e-05,0.429862501472897,84.9888888888889,0.45633184990882875,84.04,86.02,,,16.70504879951477
78,9.588773128419906e-05,0.4250967849996355,85.21111111111111,0.46076062936782836,83.88,86.02,,,16.599175930023193
79,9.578312966697806e-05,0.4279206093470255,84.96222222222222,0.4412891288518906,84.54,86.02,,,16.450888633728027
80,9.567727288213005e-05,0.4284854334725274,84.9088888888889,0.4617423575401306,83.78,86.02,,,16.480135679244995
81,9.557016383177227e-05,0.43423870078192817,84.71111111111111,0.4780470230102539,83.86,86.02,,,16.460029125213623
82,9.546180545235344e-05,0.4275338247881995,84.95777777777778,0.5146682262063026,82.34,86.02,,,16.52253293991089
83,9.535220071457326e-05,0.4238976365036435,85.04888888888888,0.44573824140429497,84.58,86.02,,,16.610108137130737
84,9.524135262330099e-05,0.42686151828765867,85.03333333333333,0.5418031907081604,81.96,86.02,,,16.87390160560608
85,9.512926421749305e-05,0.43371089516745676,84.92,0.40941526559591296,85.46,86.02,,,16.490105152130127
86,9.501593857010969e-05,0.426486847114563,85.11555555555556,0.48670997171401975,82.74,86.02,,,16.449678897857666
87,9.490137878803079e-05,0.43239373206562465,84.84444444444445,0.46366720340847967,83.88,86.02,,,16.396684646606445
88,9.478558801197065e-05,0.43060025255944995,85.13555555555556,0.48246595902442935,83.3,86.02,,,16.432579517364502
89,9.466856941639188e-05,0.4292694360415141,85.03777777777778,0.5313886993408203,81.86,86.02,,,16.478742122650146
90,9.45503262094184e-05,0.43341431283950804,84.83333333333333,0.4890004391551018,82.76,86.02,,,16.42667508125305
91,9.443086163274745e-05,0.42737006237771774,85.12666666666667,0.47245856120586394,83.68,86.02,,,16.61009407043457
92,9.431017896156075e-05,0.4293405570348104,84.96444444444444,0.4858627136230469,83.48,86.02,,,16.756168365478516
93,9.41882815044347e-05,0.4269525333510505,85.15333333333334,0.5410254035323858,81.8,86.02,,,16.909855365753174
94,9.406517260324963e-05,0.4293829048898485,84.99333333333334,0.4816834051847458,83.76,86.02,,,16.87289071083069
95,9.39408556330983e-05,0.42729698316786024,85.06222222222222,0.4360831720352173,84.68,86.02,,,16.4860098361969
96,9.38153340021932e-05,0.4278705423196157,85.09777777777778,0.4373467852830887,85.24,86.02,,,16.53227162361145
97,9.368861115177329e-05,0.42606844997406007,84.9888888888889,0.4711575250685215,83.7,86.02,,,16.63374948501587
98,9.356069055600949e-05,0.42212301698260835,85.10888888888888,0.46949199350625276,83.74,86.02,,,16.527108192443848
99,9.343157572190958e-05,0.4280502963648902,85.14666666666666,0.45593783260583876,84.48,86.02,,,16.459322690963745
100,9.330127018922194e-05,0.4229592452155219,85.1511111111111,0.44164413957595827,84.56,86.02,82.81,epoch_100.pt,17.900583028793335
101,9.316977753033859e-05,0.4287530991660224,84.88666666666667,0.49859589883089067,82.12,86.02,,,16.207890510559082
102,9.30371013501972e-05,0.4295784015125699,84.9888888888889,0.43619177285432814,84.34,86.02,,,15.678523778915405
103,9.290324528618225e-05,0.4292703722423977,84.92,0.4963762405991554,82.86,86.02,,,15.709381580352783
104,9.276821300802535e-05,0.43706339263386196,84.67111111111112,0.4329793396949768,84.62,86.02,,,15.55309271812439
105,9.263200821770462e-05,0.41928304947217304,85.17111111111112,0.4611352608680725,83.78,86.02,,,15.598312377929688
106,9.249463464934321e-05,0.42113308198716903,85.33333333333333,0.5143979507289826,82.86,86.02,,,15.671905755996704
107,9.235609606910687e-05,0.43210184525913664,84.96666666666667,0.4542894066870213,84.66,86.02,,,15.614177465438843
108,9.221639627510076e-05,0.4260963042047289,85.0,0.4610140724956989,84.44,86.02,,,15.548504829406738
109,9.207553909726532e-05,0.4264654672410753,85.2911111111111,0.4619423696279526,84.66,86.02,,,15.76320219039917
110,9.193352839727121e-05,0.4277761885378096,85.04666666666667,0.49767173471450804,83.2,86.02,,,15.660076141357422
111,9.179036806841353e-05,0.428032913462321,85.05555555555556,0.4925892697572708,83.28,86.02,,,15.629947900772095
112,9.164606203550498e-05,0.42565567732916937,85.02222222222223,0.45780602033138273,84.34,86.02,,,15.46108865737915
113,9.150061425476839e-05,0.42895411870744493,84.97111111111111,0.4475652425289154,84.4,86.02,,,15.693661451339722
114,9.13540287137281e-05,0.427143610074785,85.09777777777778,0.45646262563467027,84.48,86.02,,,17.02995014190674
115,9.120630943110079e-05,0.4301855285856459,84.95777777777778,0.47102918310165404,83.98,86.02,,,16.486794233322144
116,9.105746045668522e-05,0.4287866658581628,84.95111111111112,0.5136644902586937,82.48,86.02,,,16.213991403579712
117,9.09074858712512e-05,0.4242335903697544,85.12444444444445,0.4457724622368813,84.94,86.02,,,16.529951333999634
118,9.075638978642773e-05,0.42490042753219603,85.22222222222223,0.4557977492392063,84.32,86.02,,,16.918521404266357
119,9.060417634459034e-05,0.4159657196574741,85.3711111111111,0.4562983194231987,83.72,86.02,,,15.559467554092407
120,9.04508497187474e-05,0.428627488623725,85.1288888888889,0.4667009712696075,83.92,86.02,,,15.182929992675781
121,9.029641411242582e-05,0.4296071219974094,84.85111111111111,0.4786552924960852,83.4,86.02,,,16.21640682220459
122,9.014087375955576e-05,0.4259839894188775,85.1,0.5403127157360316,82.14,86.02,,,16.63620662689209
123,8.998423292435457e-05,0.42358067622714574,85.20222222222222,0.48946278138160704,82.94,86.02,,,15.18870997428894
124,8.982649590120984e-05,0.4281339350276523,85.16,0.4495403270065784,84.54,86.02,,,15.159841299057007
125,8.96676670145618e-05,0.42932999598185223,84.91555555555556,0.4741924586057663,83.6,86.02,,,15.222797632217407
126,8.950775061878454e-05,0.4288495610131158,84.89777777777778,0.45173684948682785,85.14,86.02,,,15.249930381774902
127,8.934675109806689e-05,0.42207902363671196,85.09555555555555,0.44230931899547576,84.72,86.02,,,15.063661098480225
128,8.918467286629201e-05,0.4228292263878716,85.22,0.4578398199081421,84.18,86.02,,,15.071582794189453
129,8.902152036691651e-05,0.4163316654099358,85.41777777777777,0.4514856169074774,84.34,86.02,,,16.78265881538391
130,8.885729807284857e-05,0.41757765253914725,85.31555555555556,0.4898398971199989,83.4,86.02,,,15.98625111579895
131,8.869201048632533e-05,0.41736521339416505,85.46,0.46196747398376464,83.94,86.02,,,15.167940139770508
132,8.852566213878947e-05,0.4175731357150608,85.31111111111112,0.43815022525787356,85.14,86.02,,,15.140959978103638
133,8.8358257590765e-05,0.4291315716531542,85.15333333333334,0.4567174602150917,85.0,86.02,,,15.141677618026733
134,8.818980143173213e-05,0.42902425841225517,84.95333333333333,0.4778289995908737,83.9,86.02,,,15.11683201789856
135,8.802029828000157e-05,0.4188481554720137,85.44222222222223,0.4461963653802872,84.8,86.02,,,14.991156578063965
136,8.784975278258783e-05,0.42067383722199336,85.1511111111111,0.4633903305053711,84.16,86.02,,,15.582690238952637
137,8.767816961508192e-05,0.4133321153534783,85.42888888888889,0.4732749289035797,84.28,86.02,,,17.594953775405884
138,8.7505553481523e-05,0.42323463509877524,85.1,0.510125402545929,83.04,86.02,,,16.91078543663025
139,8.733190911426958e-05,0.4219176289293501,85.15777777777778,0.45778198423981664,84.76,86.02,,,16.536627769470215
140,8.715724127386973e-05,0.4174973691622416,85.26,0.45516985783576963,84.14,86.02,,,16.62150502204895
141,8.69815547489305e-05,0.422875395154953,85.10444444444444,0.5068460086822509,82.46,86.02,,,16.9325430393219
142,8.680485435598672e-05,0.42340700296296013,85.31555555555556,0.4542293698310852,84.22,86.02,,,15.264040470123291
143,8.662714493936895e-05,0.42090044695536294,85.15555555555555,0.478239038848877,83.88,86.02,,,15.19301724433899
144,8.644843137107059e-05,0.4172116917451223,85.49555555555555,0.46113940181732177,84.2,86.02,,,16.760563611984253
145,8.62687185506144e-05,0.4236516808138953,85.21777777777778,0.4610937318325043,84.0,86.02,,,16.322337865829468
146,8.608801140491811e-05,0.41274700049294366,85.64888888888889,0.4344828301906586,84.5,86.02,,,15.193720579147339
147,8.590631488815945e-05,0.4235551834424337,85.18888888888888,0.47373501658141615,84.18,86.02,,,15.170334339141846
148,8.572363398164018e-05,0.42944669393433466,84.97111111111111,0.4737366467356682,83.8,86.02,,,15.239903450012207
149,8.553997369364964e-05,0.4225105520672268,85.09555555555555,0.4352143937587738,84.94,86.02,,,15.139483213424683
150,8.535533905932739e-05,0.42183561319775054,85.16,0.47638418250083925,83.88,86.02,,,15.08957815170288
151,8.51697351405252e-05,0.42464452908304,85.22666666666667,0.47497481102943423,82.94,86.02,,,15.618709325790405
152,8.498316702566829e-05,0.42993862554762097,84.94888888888889,0.4542992245197296,84.28,86.02,,,16.641894340515137
153,8.479563982961573e-05,0.42431328326331247,85.2311111111111,0.48763211037516596,83.3,86.02,,,15.770542621612549
154,8.460715869352035e-05,0.41817866599824693,85.40444444444445,0.4602938194066286,84.16,86.02,,,16.990607261657715
155,8.44177287846877e-05,0.4253735920005374,85.17777777777778,0.4471553581237793,84.58,86.02,,,17.471665382385254
156,8.422735529643444e-05,0.4285318081325955,85.16666666666667,0.46190789400041105,84.28,86.02,,,16.778615474700928
157,8.40360434479459e-05,0.42984866775936553,85.03777777777778,0.44300316421985625,84.92,86.02,,,16.941728353500366
158,8.384379848413304e-05,0.41935574287838406,85.42888888888889,0.45962033324241636,83.62,86.02,,,16.785205602645874
159,8.365062567548867e-05,0.41567063859303793,85.44666666666667,0.4693966415166855,84.46,86.02,,,16.03106164932251
160,8.345653031794292e-05,0.41695818754302133,85.35111111111111,0.449590044260025,84.44,86.02,,,15.293619155883789
161,8.326151773271804e-05,0.42820333426793417,85.06,0.46500734192729,82.92,86.02,,,16.4709894657135
162,8.306559326618259e-05,0.42282044960657755,85.22222222222223,0.4743830676317215,83.54,86.02,,,16.580846071243286
163,8.28687622897048e-05,0.4257762008190155,85.20222222222222,0.4654072377204895,84.18,86.02,,,15.361466646194458
164,8.267103019950529e-05,0.42290921255747477,85.18666666666667,0.49346558516919614,82.94,86.02,,,15.269816875457764
165,8.24724024165092e-05,0.43150737136205036,85.10444444444444,0.4804977860182524,84.06,86.02,,,15.208463430404663
166,8.227288438619754e-05,0.42821466318236456,85.11555555555556,0.4539642666339874,83.9,86.02,,,15.295864820480347
167,8.207248157845791e-05,0.42328007277382745,85.23777777777778,0.4909123394012451,83.96,86.02,,,15.261114120483398
168,8.18711994874345e-05,0.4240338011953566,85.1511111111111,0.463535512304306,84.0,86.02,,,15.322332859039307
169,8.166904363137752e-05,0.42833419676886664,84.97333333333333,0.522431288433075,82.1,86.02,,,16.075441598892212
170,8.146601955249189e-05,0.42543370214568244,85.15555555555555,0.44835559488534926,84.34,86.02,,,15.676079511642456
171,8.126213281678528e-05,0.42321360375086464,85.21555555555555,0.4627118176221848,84.1,86.02,,,15.388374328613281
172,8.105738901391554e-05,0.4278712491777208,85.02666666666667,0.4936118002891541,82.6,86.02,,,15.265522718429565
173,8.085179375703745e-05,0.43135000467300416,84.95111111111112,0.517026088321209,82.42,86.02,,,15.192842483520508
174,8.064535268264884e-05,0.4178782187726763,85.32666666666667,0.4573586414635181,83.92,86.02,,,15.187547206878662
175,8.043807145043604e-05,0.4215112472004361,85.2088888888889,0.4605138595581055,84.02,86.02,,,15.13115668296814
176,8.022995574311877e-05,0.42946077740987143,84.80444444444444,0.5513841598510743,81.58,86.02,,,15.673662185668945
177,8.002101126629421e-05,0.4271873901208242,85.00444444444445,0.4861358122378588,83.18,86.02,,,17.1491756439209
178,7.981124374828081e-05,0.4245883520126343,85.00888888888889,0.46055269709825514,83.7,86.02,,,17.150779962539673
179,7.9600658939961e-05,0.4198831613328722,85.28888888888889,0.451761203956604,84.24,86.02,,,16.79466485977173
180,7.938926261462367e-05,0.42494651801851063,85.03777777777778,0.494073729634285,82.96,86.02,,,17.083397150039673
181,7.917706056780589e-05,0.42311272964477536,85.19333333333333,0.4835124792098999,83.42,86.02,,,17.00835156440735
182,7.896405861713394e-05,0.4232515862994724,85.18,0.48815883551836015,83.24,86.02,,,15.463804721832275
183,7.875026260216395e-05,0.4236075615564982,85.12666666666667,0.4604269114255905,83.66,86.02,,,15.349116086959839
184,7.853567838422162e-05,0.42809858208762275,85.11777777777777,0.5154392879098654,82.94,86.02,,,16.86165189743042
185,7.832031184624167e-05,0.43397803608046637,84.84222222222222,0.4547115671157837,84.46,86.02,,,16.332186937332153
186,7.810416889260656e-05,0.42321567180421615,85.20222222222222,0.4894556259855628,83.4,86.02,,,15.26784873008728
187,7.788725544898452e-05,0.42678914152781167,84.89555555555556,0.4485291622877121,84.36,86.02,,,15.236263275146484
188,7.766957746216723e-05,0.4277668063905504,85.12,0.4740428987503052,84.08,86.02,,,15.203526496887207
189,7.745114089990661e-05,0.4235452526357439,85.11555555555556,0.4422749979972839,84.24,86.02,,,15.338444232940674
190,7.723195175075138e-05,0.4243703081395891,85.10444444444444,0.46860495672822,84.16,86.02,,,15.276211261749268
191,7.701201602388278e-05,0.41495865494410195,85.57111111111111,0.48607278151512145,84.0,86.02,,,15.611693382263184
192,7.679133974894986e-05,0.4210178878572252,85.24222222222222,0.47282635880708695,84.14,86.02,,,16.551424741744995
193,7.656992897590417e-05,0.4221411982960171,85.1288888888889,0.4627028683423996,83.78,86.02,,,15.995788097381592
194,7.634778977483392e-05,0.41831036995781795,85.4088888888889,0.5226468785285949,81.7,86.02,,,15.180036306381226
195,7.612492823579748e-05,0.4194059840361277,85.36444444444444,0.4825502746582031,82.86,86.02,,,15.252495765686035
196,7.590135046865655e-05,0.4213971830738915,85.21555555555555,0.48480728529691697,83.96,86.02,,,15.268582105636597
197,7.567706260290855e-05,0.4301132032606337,84.86666666666666,0.47007472620010377,83.64,86.02,,,15.162981748580933
198,7.545207078751861e-05,0.4207011452356974,85.15777777777778,0.4532269063025713,84.2,86.02,,,15.218388319015503
199,7.5226381190751e-05,0.42028612155384487,85.23555555555555,0.4585988012552261,84.6,86.02,,,16.456597089767456
200,7.500000000000005e-05,0.42375094352298315,85.2088888888889,0.48138778704404833,83.68,86.02,82.08,epoch_200.pt,18.197660446166992
201,7.477293342162043e-05,0.4227662351926168,85.32222222222222,0.4738336251914501,83.38,86.02,,,17.74470329284668
202,7.45451876807571e-05,0.41351610429551866,85.55111111111111,0.4826590627193451,83.38,86.02,,,17.5005886554718
203,7.431676902117458e-05,0.41880008650885686,85.27111111111111,0.4583709005460143,83.98,86.02,,,16.787691593170166
204,7.408768370508582e-05,0.41924224157863194,85.33111111111111,0.4937265506744385,83.46,86.02,,,16.38655972480774
205,7.385793801298049e-05,0.423121817360984,85.25777777777778,0.514828840816021,83.02,86.02,,,15.692401885986328
206,7.362753824345276e-05,0.42578902469211155,85.07777777777778,0.4965690132394433,83.36,86.02,,,16.39515471458435
207,7.339649071302872e-05,0.42127469919522603,85.18888888888888,0.46521605393886567,83.84,86.02,,,16.641509771347046
208,7.316480175599315e-05,0.41752608456081813,85.42666666666666,0.47633816640079024,83.52,86.02,,,15.76748776435852
209,7.293247772421579e-05,0.4284985361311171,84.92222222222222,0.4487943559885025,84.2,86.02,,,15.48683476448059
210,7.269952498697738e-05,0.41474033614264594,85.54888888888888,0.4852137906372547,83.58,86.02,,,15.803601026535034
211,7.246594993079486e-05,0.4271826428042518,84.99333333333334,0.42243258254528043,84.84,86.02,,,15.609253883361816
212,7.223175895924641e-05,0.4157055148495568,85.44666666666667,0.47472651538848876,83.62,86.02,,,15.268327474594116
213,7.199695849279579e-05,0.42321738572650486,85.03777777777778,0.49158337798714635,82.62,86.02,,,15.384055376052856
214,7.176155496861641e-05,0.4273586141374376,84.93111111111111,0.49246184639930723,82.68,86.02,,,16.380703687667847
215,7.152555484041479e-05,0.42377887007925247,85.18,0.5142919162750245,82.76,86.02,,,16.151740789413452
216,7.128896457825365e-05,0.4186152952882979,85.25111111111111,0.4723249795436859,83.7,86.02,,,15.302634239196777
217,7.105179066837459e-05,0.4223785134792328,85.16888888888889,0.44928898259699346,84.66,86.02,,,15.319812059402466
218,7.081403961302009e-05,0.4230407566918267,85.27333333333333,0.4650774433851242,84.22,86.02,,,15.280306100845337
219,7.057571793025545e-05,0.42286633456018236,85.07777777777778,0.47772630443573,83.04,86.02,,,15.301126956939697
220,7.033683215379003e-05,0.42477697993384467,85.1511111111111,0.47979151178598406,84.04,86.02,,,15.199520587921143
221,7.009738883279803e-05,0.4268676238483853,85.08666666666667,0.4378049470067024,84.66,86.02,,,15.774233102798462
222,6.985739453173904e-05,0.43354509517881606,84.74666666666667,0.44919441990852355,84.44,86.02,,,17.733109951019287
223,6.961685583017808e-05,0.4209373895009359,85.36444444444444,0.4662647561073303,83.58,86.02,,,17.174296379089355
224,6.937577932260517e-05,0.41883811306423613,85.24444444444444,0.46415916223526,84.46,86.02,,,16.77923893928528
225,6.913417161825451e-05,0.4215566443708208,85.22,0.4657774482011795,83.42,86.02,,,16.863323211669922
226,6.889203934092339e-05,0.42106738096872964,85.15333333333334,0.4826814415454864,83.86,86.02,,,17.28692889213562
227,6.864938912879048e-05,0.41733240107960173,85.45333333333333,0.4829988429069519,83.44,86.02,,,15.385199546813965
228,6.840622763423394e-05,0.4225553225888146,85.11111111111111,0.47346652399897576,83.98,86.02,,,15.440287113189697
229,6.816256152364895e-05,0.41962434243096247,85.42444444444445,0.46058382740020753,84.1,86.02,,,16.337814569473267
230,6.791839747726503e-05,0.4184390043947432,85.30666666666667,0.4419040196180344,84.54,86.02,,,16.356866359710693
231,6.767374218896289e-05,0.42025834916432697,85.34444444444445,0.5149649645805359,82.06,86.02,,,15.353497505187988
232,6.74286023660908e-05,0.42047861546410453,85.28,0.47446328155994416,83.48,86.02,,,15.415450096130371
233,6.718298472928083e-05,0.42709475078582765,85.20222222222222,0.45697211120128634,84.0,86.02,,,15.350936651229858
234,6.693689601226461e-05,0.42469916745291814,85.15555555555555,0.4595166499137878,83.74,86.02,,,15.354948043823242
235,6.669034296168858e-05,0.4228019594775306,85.25777777777778,0.43571259533166884,84.9,86.02,,,15.24777364730835
236,6.644333233692919e-05,0.42059687884118824,85.31555555555556,0.44935925726890563,84.36,86.02,,,15.721641540527344
237,6.619587090990752e-05,0.40994341415299307,85.62,0.4541853911340237,84.74,86.02,,,16.56765913963318
238,6.594796546490354e-05,0.422263435210122,85.39777777777778,0.5000090003013611,82.54,86.02,,,15.788461446762085
239,6.569962279837028e-05,0.41951830972035725,85.31111111111112,0.44157847468852995,85.32,86.02,,,15.277663707733154
240,6.545084971874741e-05,0.42451543369293215,85.10888888888888,0.43292972828149795,84.66,86.02,,,15.251664400100708
241,6.520165304627454e-05,0.42230125873353747,85.23333333333333,0.47526912631988527,83.22,86.02,,,15.311395406723022
242,6.495203961280437e-05,0.4206309770584106,85.26444444444445,0.44592731194496155,84.32,86.02,,,15.215628862380981
243,6.470201626161523e-05,0.42711552571720546,84.99555555555555,0.44892786722183226,84.42,86.02,,,15.164505958557129
244,6.445158984722362e-05,0.42001476188235815,85.26,0.46317478260993955,83.98,86.02,,,16.837267875671387
